student_id,department,program,level,ue_code,ue_name,subject_code,subject_name,teacher,credit,grade
STU0004,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Dr GC1,3,10.32
STU0004,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Pr GC3,4,9.06
STU0004,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC1,6,8.01
STU0004,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Pr GC3,4,10.18
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,10.76
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Pr GC3,2,14.7
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC2,4,12.44
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Dr GC1,6,10.55
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Dr GC2,2,7.33
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Pr GC3,4,10.09
STU0005,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Dr GC2,5,13.48
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Dr GC2,2,13.55
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Dr GC1,2,15.97
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Dr GC1,5,10.11
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC2,4,10.16
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Pr GC3,3,12.08
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC1,4,17.8
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC1,6,13.57
STU0005,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Pr GC3,4,15.16
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,5.94
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC2,2,2.81
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC1,4,9.06
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Dr GC1,6,10.14
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Pr GC3,2,8.47
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Dr GC1,4,11.98
STU0006,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Dr GC2,5,13.36
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Dr GC1,2,10.23
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Dr GC1,2,13.43
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Pr GC3,5,10.14
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC2,4,11.94
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Dr GC1,3,11.76
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,17.0
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC2,6,9.38
STU0006,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Dr GC1,4,15.24
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,16.16
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC1,2,10.42
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC2,4,13.2
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Dr GC1,6,14.64
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Dr GC1,2,10.39
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Pr GC3,4,9.9
STU0007,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Pr GC3,5,11.4
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Pr GC3,2,9.07
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Dr GC2,2,13.98
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Dr GC1,5,11.5
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC1,4,12.23
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Dr GC2,3,10.53
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,9.32
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC2,6,7.91
STU0007,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Pr GC3,4,8.44
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,9.93
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC2,2,12.16
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC1,4,12.38
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Pr GC3,6,5.21
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Dr GC1,2,10.38
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Dr GC1,4,10.67
STU0008,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Dr GC1,5,13.97
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Pr GC3,2,11.66
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Dr GC2,2,12.52
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Dr GC2,5,11.58
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC2,4,12.87
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Dr GC2,3,12.21
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,9.86
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC1,6,14.33
STU0008,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Dr GC2,4,9.4
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,10.43
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC1,2,17.19
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Pr GC3,4,11.19
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Dr GC1,6,11.64
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Pr GC3,2,5.82
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Dr GC1,4,8.6
STU0009,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Pr GC3,5,10.01
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Dr GC2,2,10.02
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Pr GC3,2,12.48
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Pr GC3,5,13.11
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC1,4,8.28
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Dr GC1,3,11.37
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,10.52
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC1,6,7.72
STU0009,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Dr GC1,4,6.02
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC2,3,8.19
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC1,2,9.76
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC1,4,13.52
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Pr GC3,6,16.17
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Pr GC3,2,13.42
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Dr GC2,4,3.99
STU0010,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Dr GC2,5,14.39
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Pr GC3,2,12.36
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Pr GC3,2,11.7
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Dr GC1,5,13.19
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Pr GC3,4,11.4
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Pr GC3,3,12.09
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,6.88
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Pr GC3,6,15.08
STU0010,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Pr GC3,4,9.63
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,15.66
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC1,2,14.66
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Pr GC3,4,11.97
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Dr GC2,6,7.5
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Dr GC1,2,14.14
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Dr GC2,4,11.1
STU0011,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Dr GC1,5,4.25
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Pr GC3,2,8.6
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Pr GC3,2,11.6
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Pr GC3,5,11.42
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC1,4,11.44
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,Pr GC3,3,4.17
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,Dr GC2,4,14.54
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,Dr GC1,6,8.55
STU0011,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,Dr GC1,4,8.84
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,Dr GC1,3,11.44
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,Dr GC2,2,11.28
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,Dr GC2,4,15.58
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,Pr GC3,6,8.97
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,Pr GC3,2,2.71
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,Pr GC3,4,13.29
STU0012,Genie civile,License Genie civile,L1,L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,Pr GC3,5,11.5
STU0012,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,Dr GC2,2,15.8
STU0012,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,Pr GC3,2,5.64
STU0012,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,Dr GC1,5,6.6
STU0012,Genie civile,License Genie civile,L1,L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,Dr GC1,4,12.11
